,Burmese Ruby
89,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp62435-3-130521.jpg
90,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp126930-1-220823.jpg
91,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp126930-2-220823.jpg
92,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp126930-3-220823.jpg
93,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107825-1-301223.jpg
94,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107825-2-171222.jpg
95,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107825-3-171222.jpg
96,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132575-1-61223.jpg
97,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132575-2-61223.jpg
98,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132575-3-61223.jpg
99,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121064-1-291223.jpg
100,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121064-2-190623_1.jpg
101,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121064-3-190623_1.jpg
102,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
103,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp64170-1-201123.jpg
104,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp64170-2-150923.jpg
105,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp64170-3-150923.jpg
106,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103953-1-090922.jpg
107,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103953-2-090922.jpg
108,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103953-3-090922.jpg
109,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp39402-1-130923.jpg
110,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp39402-2-130923.jpg
111,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp39402-3-130923.jpg
112,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp113324-1-301223.jpg
113,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp113324-2-130323.jpg
114,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp113324-3-130323.jpg
115,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132895-1-121223.jpg
116,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132895-2-121223.jpg
117,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132895-3-121223.jpg
118,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103958-1-170922.jpg
119,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103958-2-170922.jpg
120,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103958-3-170922.jpg
121,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp47437-1-130521.jpg
122,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp47437-2-130521.jpg
123,https://imgcdn1.gempundit.com/media/catalog/product/g/p1/gp47437-3-130521.jpg
124,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
125,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
126,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124232-1-201123.jpg
127,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124232-2-200723.jpg
128,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124232-3-200723.jpg
129,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
130,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
131,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
132,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
133,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp113900-1-040423.jpg
134,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp113900-2-040423.jpg
135,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp113900-3-040423.jpg
136,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132307-1-11123.jpg
137,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132307-2-11123.jpg
138,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132307-3-11123.jpg
139,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
140,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
141,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107331-1-241122.jpg
142,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107331-2-241122.jpg
143,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107331-3-241122.jpg
144,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp116910-1-140423.jpg
145,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp116910-2-140423.jpg
146,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp116910-3-140423.jpg
147,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124908-1-40823.jpg
148,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124908-c-40823.jpg
149,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124908-2-40823.jpg
150,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124908-3-40823.jpg
151,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104028-1-090922.jpg
152,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104028-2-090922.jpg
153,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104028-3-090922.jpg
154,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp96958-1-281022.jpg
155,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp96958-2-281022.jpg
156,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp96958-3-281022.jpg
157,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107814-1-171222.jpg
158,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107814-2-171222.jpg
159,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107814-3-171222.jpg
160,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104044-1-301223.jpg
161,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104044-2-090922.jpg
162,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104044-3-090922.jpg
163,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123761-1-70723.jpg
164,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123761-2-70723.jpg
165,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123761-3-70723.jpg
166,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124236-1-291223.jpg
167,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124236-2-200723.jpg
168,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124236-3-200723.jpg
169,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132894-1-121223.jpg
170,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132894-2-121223.jpg
171,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132894-3-121223.jpg
172,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51823-1-130923.jpg
173,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51823-2-130923.jpg
174,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51823-3-130923.jpg
175,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106851-1-091222.jpg
176,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106851-2-091222.jpg
177,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106851-3-091222.jpg
178,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp52398-1-130923.jpg
179,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp52398-2-130923.jpg
180,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp52398-3-130923.jpg
181,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106850-1-161222.jpg
182,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106850-2-161222.jpg
183,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp106850-3-161222.jpg
184,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124561-1-250723.jpg
185,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124561-2-250723.jpg
186,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp124561-3-250723.jpg
187,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp127816-1-280823.jpg
188,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp127816-2-280823.jpg
189,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp127816-3-280823.jpg
190,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123933-1-181023.jpg
191,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123933-2-181023.jpg
192,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp123933-3-181023.jpg
193,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103983-1-301223.jpg
194,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103983-2-090922.jpg
195,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103983-3-090922.jpg
196,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp122262-1-260623.jpg
197,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp122262-2-260623.jpg
198,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp122262-3-260623.jpg
199,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp117096-1-280423.jpg
200,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp117096-2-280423.jpg
201,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp117096-3-280423.jpg
202,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
203,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
204,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
205,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132969-1-151223.jpg
206,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132969-2-151223.jpg
207,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132969-3-151223.jpg
208,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121376-1-291223.jpg
209,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121376-2-210623_1.jpg
210,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121376-3-210623_1.jpg
211,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132213-1-301123.jpg
212,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132213-2-301123.jpg
213,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132213-3-301123.jpg
214,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
215,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
216,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp126924-1-220823.jpg
217,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp126924-2-220823.jpg
218,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp126924-3-220823.jpg
219,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51822-1-130923.jpg
220,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51822-2-130923.jpg
221,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51822-3-130923.jpg
222,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121085-1-190623.jpg
223,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121085-2-190623.jpg
224,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp121085-3-190623.jpg
225,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
226,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
227,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-CLARITY-OLDBURMA-1-190405_1.jpg
228,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132581-1-61223.jpg
229,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132581-2-61223.jpg
230,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132581-3-61223.jpg
231,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77158-1-210622.jpg
232,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77158-2-210622.jpg
233,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77158-3-210622.jpg
234,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp131089-1-251023.jpg
235,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp131089-2-251023.jpg
236,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
237,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
238,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-OLDBURMA-1-190405_1.jpg
239,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104043-1-090922.jpg
240,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104043-2-090922.jpg
241,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp104043-3-090922.jpg
242,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107339-1-201123.jpg
243,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107339-2-231122.jpg
244,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107339-3-231122.jpg
245,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp128185-1-10923.jpg
246,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp128185-2-10923.jpg
247,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp128185-3-10923.jpg
248,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp128178-1-10923.jpg
249,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp128178-2-10923.jpg
250,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp128178-3-10923.jpg
251,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
252,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
253,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp33001-1-130923.jpg
254,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp33001-2-130923.jpg
255,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp33001-3-130923.jpg
256,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107811-1-301223.jpg
257,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107811-2-171222.jpg
258,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp107811-3-171222.jpg
259,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp131339-1-61123.jpg
260,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp131339-2-61123.jpg
261,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp131339-3-61123.jpg
262,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp85595-1-161021.jpg
263,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp85595-2-161021.jpg
264,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp85595-3-161021.jpg
265,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-1-190405_1.jpg
266,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-ECO-OLDBURMA-2-190405_1.jpg
267,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp85465-1-130921.jpg
268,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp85465-2-130921.jpg
269,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp85465-3-130921.jpg
270,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51837-1-130923.jpg
271,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51837-2-130923.jpg
272,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp51837-3-130923.jpg
273,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77206-1-210622.jpg
274,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77206-2-210622.jpg
275,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77206-3-210622.jpg
276,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132651-1-71223.jpg
277,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132651-2-71223.jpg
278,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp132651-3-71223.jpg
279,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-COLOUR-CLARITY-OLDBURMA-1-190405_1.jpg
280,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103952-1-090922.jpg
281,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103952-2-090922.jpg
282,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp103952-3-090922.jpg
283,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-1-190405_1.jpg
284,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-PREM-OLDBURMA-2-190405_1.jpg
285,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120632-1-160623.jpg
286,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120632-2-160623.jpg
287,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp120632-3-160623.jpg
288,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-2-190405_1.jpg
289,https://imgcdn1.gempundit.com/media/catalog/product/g/e/GEM-RUBY-BASIC-OLDBURMA-1-190405_1.jpg
290,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp127924-1-201123.jpg
291,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp127924-2-280823.jpg
292,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp127924-3-280823.jpg
293,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp116898-1-140423.jpg
294,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp116898-2-140423.jpg
295,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp116898-3-140423.jpg
296,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77134-1-240622.jpg
297,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77134-2-240622.jpg
298,https://imgcdn1.gempundit.com/media/catalog/product/g/p/gp77134-3-240622.jpg
